Time (UTCG),Power (W),Solar Intensity
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,0.898966
10:00.0,0,0.371409
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
,,
All Solar Panel Groups,,
,,
Time (UTCG),Power (W),Solar Intensity
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0
56:00.0,0,0
57:00.0,0,0
58:00.0,0,0
59:00.0,0,0
00:00.0,0,0
01:00.0,0,0
02:00.0,0,0
03:00.0,0,0
04:00.0,0,0
05:00.0,0,0
06:00.0,0,0
07:00.0,0,0
08:00.0,0,0
09:00.0,0,0
10:00.0,0,0
11:00.0,0,0
12:00.0,0,0
13:00.0,0,0
14:00.0,0,0
15:00.0,0,0
16:00.0,0,0
17:00.0,0,0
18:00.0,0,0
19:00.0,0,0
20:00.0,0,0
21:00.0,0,0
22:00.0,0,0
23:00.0,0,0
24:00.0,0,0
25:00.0,0,0
26:00.0,0,0
27:00.0,0,0
28:00.0,0,0
29:00.0,0,0
30:00.0,0,0
31:00.0,0,0
32:00.0,0,0
33:00.0,0,0
34:00.0,0,0
35:00.0,0,0
36:00.0,0,0
37:00.0,0,0
38:00.0,0,0
39:00.0,0,0
40:00.0,0,0
41:00.0,0,0
42:00.0,0,0
43:00.0,0,0
44:00.0,0,0
45:00.0,0,0
46:00.0,0,0
47:00.0,0,0
48:00.0,0,0
49:00.0,0,0
50:00.0,0,0
51:00.0,0,0
52:00.0,0,0
53:00.0,0,0
54:00.0,0,0
55:00.0,0,0.019587
56:00.0,0,0.495342
57:00.0,0,0.975816
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
